instance_type,linux_price,windows_price,region
c5.9xlarge,$0.7128 per Hour,$2.239 per Hour,Europe (Stockholm)
c5.12xlarge,$0.7773 per Hour,$2.9853 per Hour,Europe (Stockholm)
c5.18xlarge,$1.1871 per Hour,$4.4779 per Hour,Europe (Stockholm)
c5.24xlarge,$1.5546 per Hour,$5.9706 per Hour,Europe (Stockholm)
c5.metal,$1.5546 per Hour,$5.9706 per Hour,Europe (Stockholm)
c5d.large,$0.0324 per Hour,$0.1244 per Hour,Europe (Stockholm)
c5d.xlarge,$0.0744 per Hour,$0.2488 per Hour,Europe (Stockholm)
c5d.2xlarge,$0.1314 per Hour,$0.4975 per Hour,Europe (Stockholm)
c5d.4xlarge,$0.281 per Hour,$0.9951 per Hour,Europe (Stockholm)
c5d.9xlarge,$0.7393 per Hour,$2.239 per Hour,Europe (Stockholm)
c5d.12xlarge,$0.78 per Hour,$2.9853 per Hour,Europe (Stockholm)
c5d.18xlarge,$1.1659 per Hour,$4.4779 per Hour,Europe (Stockholm)
c5d.24xlarge,$1.5546 per Hour,$5.9706 per Hour,Europe (Stockholm)
c5d.metal,$1.5546 per Hour,$5.9706 per Hour,Europe (Stockholm)
c5n.large,$0.0327 per Hour,$0.1244 per Hour,Europe (Stockholm)
c5n.xlarge,$0.0656 per Hour,$0.2488 per Hour,Europe (Stockholm)
c5n.2xlarge,$0.16 per Hour,$0.4975 per Hour,Europe (Stockholm)
c5n.4xlarge,$0.2691 per Hour,$0.9654 per Hour,Europe (Stockholm)
c5n.9xlarge,$0.6836 per Hour,$2.239 per Hour,Europe (Stockholm)
c5n.18xlarge,$1.1659 per Hour,$4.4779 per Hour,Europe (Stockholm)
c5n.metal,$1.5546 per Hour,$4.8666 per Hour,Europe (Stockholm)
c3.large,$0.0294 per Hour,$0.1124 per Hour,Europe (Stockholm)
c3.xlarge,$0.0588 per Hour,$0.2248 per Hour,Europe (Stockholm)
c3.2xlarge,$0.125 per Hour,$0.4495 per Hour,Europe (Stockholm)
