,instance_type,linux_price,windows_price,region
1547,r4.16xlarge,$0.9692 per Hour,$3.9132 per Hour,Canada (Central)
1548,r5.large,$0.0318 per Hour,$0.1238 per Hour,Canada (Central)
1549,r5.xlarge,$0.0636 per Hour,$0.2476 per Hour,Canada (Central)
1550,r5.2xlarge,$0.1272 per Hour,$0.4952 per Hour,Canada (Central)
1551,r5.4xlarge,$0.2544 per Hour,$0.9904 per Hour,Canada (Central)
1552,r5.8xlarge,$0.5088 per Hour,$1.9808 per Hour,Canada (Central)
1553,r5.12xlarge,$0.7632 per Hour,$2.9712 per Hour,Canada (Central)
1554,r5.16xlarge,$1.0176 per Hour,$3.9616 per Hour,Canada (Central)
1555,r5.24xlarge,$1.5265 per Hour,$5.9425 per Hour,Canada (Central)
1556,r5a.large,$0.0318 per Hour,$0.1238 per Hour,Canada (Central)
1557,r5a.xlarge,$0.0636 per Hour,$0.2476 per Hour,Canada (Central)
1558,r5a.2xlarge,$0.1272 per Hour,$0.4952 per Hour,Canada (Central)
1559,r5a.4xlarge,$0.2544 per Hour,$0.9904 per Hour,Canada (Central)
1560,r5a.8xlarge,$0.5088 per Hour,$1.9808 per Hour,Canada (Central)
1561,r5a.12xlarge,$0.7632 per Hour,$2.9712 per Hour,Canada (Central)
1562,r5a.16xlarge,$1.0176 per Hour,$3.9616 per Hour,Canada (Central)
1563,r5a.24xlarge,$1.5265 per Hour,$5.9425 per Hour,Canada (Central)
1564,r5ad.large,$0.0318 per Hour,$0.1238 per Hour,Canada (Central)
1565,r5ad.xlarge,$0.0636 per Hour,$0.2476 per Hour,Canada (Central)
1566,r5ad.2xlarge,$0.1272 per Hour,$0.4952 per Hour,Canada (Central)
1567,r5ad.4xlarge,$0.2544 per Hour,$0.9904 per Hour,Canada (Central)
1568,r5ad.8xlarge,$0.5088 per Hour,$1.9808 per Hour,Canada (Central)
1569,r5ad.12xlarge,$0.7632 per Hour,$2.9712 per Hour,Canada (Central)
1570,r5ad.16xlarge,$1.0176 per Hour,$3.9616 per Hour,Canada (Central)
1571,r5ad.24xlarge,$1.5265 per Hour,$5.9425 per Hour,Canada (Central)
1572,r5d.large,$0.0318 per Hour,$0.1238 per Hour,Canada (Central)
1573,r5d.xlarge,$0.0636 per Hour,$0.2476 per Hour,Canada (Central)
1574,r5d.2xlarge,$0.1272 per Hour,$0.4952 per Hour,Canada (Central)
1575,r5d.4xlarge,$0.2544 per Hour,$0.9904 per Hour,Canada (Central)
1576,r5d.8xlarge,$0.5088 per Hour,$1.9808 per Hour,Canada (Central)
1577,r5d.12xlarge,$0.7632 per Hour,$2.9712 per Hour,Canada (Central)
1578,r5d.16xlarge,$1.0176 per Hour,$3.9616 per Hour,Canada (Central)
1579,r5d.24xlarge,$1.5265 per Hour,$5.9425 per Hour,Canada (Central)
1580,r5n.large,N/A*,N/A*,Canada (Central)
1581,r5n.xlarge,N/A*,N/A*,Canada (Central)
1582,r5n.2xlarge,N/A*,N/A*,Canada (Central)
1583,r5n.4xlarge,N/A*,N/A*,Canada (Central)
1584,r5n.8xlarge,N/A*,N/A*,Canada (Central)
1585,r5n.12xlarge,N/A*,N/A*,Canada (Central)
1586,r5n.16xlarge,N/A*,N/A*,Canada (Central)
1587,r5n.24xlarge,N/A*,N/A*,Canada (Central)
1588,r5dn.large,N/A*,N/A*,Canada (Central)
1589,r5dn.xlarge,N/A*,N/A*,Canada (Central)
1590,r5dn.2xlarge,N/A*,N/A*,Canada (Central)
1591,r5dn.4xlarge,N/A*,N/A*,Canada (Central)
1592,r5dn.8xlarge,N/A*,N/A*,Canada (Central)
1593,r5dn.12xlarge,N/A*,N/A*,Canada (Central)
1594,r5dn.16xlarge,N/A*,N/A*,Canada (Central)
1595,r5dn.24xlarge,N/A*,N/A*,Canada (Central)
1596,m5.metal,$1.4571 per Hour,$5.8731 per Hour,Canada (Central)
1597,m5d.metal,$1.4571 per Hour,$5.8731 per Hour,Canada (Central)
1598,r5.metal,$1.5265 per Hour,$5.9425 per Hour,Canada (Central)
1599,r5d.metal,$1.5265 per Hour,$5.9425 per Hour,Canada (Central)
1600,z1d.large,N/A*,N/A*,Canada (Central)
1601,z1d.xlarge,N/A*,N/A*,Canada (Central)
1602,z1d.2xlarge,N/A*,N/A*,Canada (Central)
1603,z1d.3xlarge,N/A*,N/A*,Canada (Central)
1604,z1d.6xlarge,N/A*,N/A*,Canada (Central)
1605,z1d.12xlarge,N/A*,N/A*,Canada (Central)
1606,z1d.metal,N/A*,N/A*,Canada (Central)
1607,m2.xlarge,N/A*,N/A*,Canada (Central)
1608,m2.2xlarge,N/A*,N/A*,Canada (Central)
1609,m2.4xlarge,N/A*,N/A*,Canada (Central)
1610,t1.micro,N/A*,N/A*,Canada (Central)
1611,f1.2xlarge,N/A*,N/A*,Canada (Central)
1612,f1.4xlarge,N/A*,N/A*,Canada (Central)
1613,f1.16xlarge,N/A*,N/A*,Canada (Central)
1614,a1.medium,$0.0089 per Hour,N/A*,Europe (Ireland)
1615,a1.large,$0.0178 per Hour,N/A*,Europe (Ireland)
1616,a1.xlarge,$0.0356 per Hour,N/A*,Europe (Ireland)
1617,a1.2xlarge,$0.0712 per Hour,N/A*,Europe (Ireland)
1618,a1.4xlarge,$0.1424 per Hour,N/A*,Europe (Ireland)
1619,a1.metal,$0.1424 per Hour,N/A*,Europe (Ireland)
1620,t2.micro,$0.0038 per Hour,$0.0084 per Hour,Europe (Ireland)
1621,t2.small,$0.0075 per Hour,$0.0165 per Hour,Europe (Ireland)
1622,t2.medium,$0.015 per Hour,$0.033 per Hour,Europe (Ireland)
1623,t2.large,$0.0302 per Hour,$0.0582 per Hour,Europe (Ireland)
1624,t2.xlarge,$0.0605 per Hour,$0.1015 per Hour,Europe (Ireland)
1625,t2.2xlarge,$0.121 per Hour,$0.183 per Hour,Europe (Ireland)
1626,t3.nano,$0.0017 per Hour,$0.0063 per Hour,Europe (Ireland)
1627,t3.micro,$0.0034 per Hour,$0.0126 per Hour,Europe (Ireland)
1628,t3.small,$0.0068 per Hour,$0.0252 per Hour,Europe (Ireland)
1629,t3.medium,$0.0137 per Hour,$0.0321 per Hour,Europe (Ireland)
1630,t3.large,$0.0274 per Hour,$0.055 per Hour,Europe (Ireland)
1631,t3.xlarge,$0.0547 per Hour,$0.1283 per Hour,Europe (Ireland)
1632,t3.2xlarge,$0.1094 per Hour,$0.2566 per Hour,Europe (Ireland)
1633,t3a.2xlarge,$0.0979 per Hour,$0.2451 per Hour,Europe (Ireland)
1634,t3a.large,$0.0245 per Hour,$0.0521 per Hour,Europe (Ireland)
1635,t3a.medium,$0.0138 per Hour,$0.0306 per Hour,Europe (Ireland)
1636,t3a.micro,$0.0033 per Hour,$0.0123 per Hour,Europe (Ireland)
1637,t3a.nano,$0.0016 per Hour,$0.0061 per Hour,Europe (Ireland)
1638,t3a.small,$0.0068 per Hour,$0.0245 per Hour,Europe (Ireland)
1639,t3a.xlarge,$0.052 per Hour,$0.1226 per Hour,Europe (Ireland)
1640,m3.medium,$0.0073 per Hour,$0.0633 per Hour,Europe (Ireland)
1641,m3.large,$0.0327 per Hour,$0.1447 per Hour,Europe (Ireland)
1642,m3.xlarge,$0.0654 per Hour,$0.2894 per Hour,Europe (Ireland)
1643,m3.2xlarge,$0.1309 per Hour,$0.5789 per Hour,Europe (Ireland)
1644,m4.large,$0.0352 per Hour,$0.1264 per Hour,Europe (Ireland)
1645,m4.xlarge,$0.0729 per Hour,$0.2527 per Hour,Europe (Ireland)
1646,m4.2xlarge,$0.1412 per Hour,$0.5054 per Hour,Europe (Ireland)
1647,m4.4xlarge,$0.2799 per Hour,$1.0108 per Hour,Europe (Ireland)
1648,m4.10xlarge,$0.6975 per Hour,$2.5271 per Hour,Europe (Ireland)
1649,m4.16xlarge,$1.0485 per Hour,$3.868 per Hour,Europe (Ireland)
1650,m5.large,$0.037 per Hour,$0.1281 per Hour,Europe (Ireland)
1651,m5.xlarge,$0.0776 per Hour,$0.2561 per Hour,Europe (Ireland)
1652,m5.2xlarge,$0.1509 per Hour,$0.5123 per Hour,Europe (Ireland)
1653,m5.4xlarge,$0.2919 per Hour,$1.0246 per Hour,Europe (Ireland)
1654,m5.8xlarge,$0.5828 per Hour,$2.0491 per Hour,Europe (Ireland)
1655,m5.12xlarge,$0.8657 per Hour,$3.0737 per Hour,Europe (Ireland)
1656,m5.16xlarge,$1.1543 per Hour,$4.0983 per Hour,Europe (Ireland)
1657,m5.24xlarge,$1.7314 per Hour,$6.1474 per Hour,Europe (Ireland)
1658,m5ad.large,$0.0369 per Hour,$0.1281 per Hour,Europe (Ireland)
1659,m5ad.xlarge,$0.0776 per Hour,$0.2561 per Hour,Europe (Ireland)
1660,m5ad.2xlarge,$0.1682 per Hour,$0.5123 per Hour,Europe (Ireland)
1661,m5ad.4xlarge,$0.2921 per Hour,$1.0246 per Hour,Europe (Ireland)
1662,m5ad.8xlarge,$0.5771 per Hour,$2.0491 per Hour,Europe (Ireland)
1663,m5ad.12xlarge,$0.8657 per Hour,$3.0737 per Hour,Europe (Ireland)
1664,m5ad.16xlarge,$1.1543 per Hour,$4.0983 per Hour,Europe (Ireland)
1665,m5ad.24xlarge,$1.7314 per Hour,$6.1474 per Hour,Europe (Ireland)
1666,m5d.large,$0.0363 per Hour,$0.1281 per Hour,Europe (Ireland)
1667,m5d.xlarge,$0.0774 per Hour,$0.2561 per Hour,Europe (Ireland)
1668,m5d.2xlarge,$0.1654 per Hour,$0.5123 per Hour,Europe (Ireland)
1669,m5d.4xlarge,$0.2964 per Hour,$1.0246 per Hour,Europe (Ireland)
1670,m5d.8xlarge,$0.5771 per Hour,$2.0491 per Hour,Europe (Ireland)
1671,m5d.12xlarge,$0.8657 per Hour,$3.0737 per Hour,Europe (Ireland)
1672,m5d.16xlarge,$1.1543 per Hour,$4.0983 per Hour,Europe (Ireland)
1673,m5d.24xlarge,$1.7314 per Hour,$6.1474 per Hour,Europe (Ireland)
1674,m5n.large,$0.0368 per Hour,$0.1281 per Hour,Europe (Ireland)
1675,m5n.xlarge,$0.0754 per Hour,$0.2561 per Hour,Europe (Ireland)
1676,m5n.2xlarge,$0.1565 per Hour,$0.5123 per Hour,Europe (Ireland)
1677,m5n.4xlarge,$0.2947 per Hour,$1.0246 per Hour,Europe (Ireland)
1678,m5n.8xlarge,$0.5771 per Hour,$2.0491 per Hour,Europe (Ireland)
1679,m5n.12xlarge,$0.8657 per Hour,$3.0737 per Hour,Europe (Ireland)
1680,m5n.16xlarge,$1.1543 per Hour,$4.0983 per Hour,Europe (Ireland)
1681,m5n.24xlarge,$1.7314 per Hour,$6.1474 per Hour,Europe (Ireland)
1682,m5dn.large,$0.0361 per Hour,$0.1281 per Hour,Europe (Ireland)
1683,m5dn.xlarge,$0.076 per Hour,$0.2561 per Hour,Europe (Ireland)
1684,m5dn.2xlarge,$0.1443 per Hour,$0.5123 per Hour,Europe (Ireland)
1685,m5dn.4xlarge,$0.2994 per Hour,$1.0246 per Hour,Europe (Ireland)
1686,m5dn.8xlarge,$0.5771 per Hour,$2.0491 per Hour,Europe (Ireland)
1687,m5dn.12xlarge,$0.8657 per Hour,$3.0737 per Hour,Europe (Ireland)
1688,m5dn.16xlarge,$1.1543 per Hour,$4.0983 per Hour,Europe (Ireland)
1689,m5dn.24xlarge,$1.7314 per Hour,$6.1474 per Hour,Europe (Ireland)
1690,m5a.large,$0.0365 per Hour,$0.1281 per Hour,Europe (Ireland)
1691,m5a.xlarge,$0.0858 per Hour,$0.2561 per Hour,Europe (Ireland)
1692,m5a.2xlarge,$0.1593 per Hour,$0.5123 per Hour,Europe (Ireland)
1693,m5a.4xlarge,$0.2943 per Hour,$1.0246 per Hour,Europe (Ireland)
1694,m5a.8xlarge,$0.5846 per Hour,$2.0491 per Hour,Europe (Ireland)
1695,m5a.12xlarge,$0.8657 per Hour,$3.0737 per Hour,Europe (Ireland)
1696,m5a.16xlarge,$1.1543 per Hour,$4.0983 per Hour,Europe (Ireland)
1697,m5a.24xlarge,$1.7314 per Hour,$6.1474 per Hour,Europe (Ireland)
1698,m6g.medium,$0.0189 per Hour,N/A*,Europe (Ireland)
1699,m6g.large,$0.0379 per Hour,N/A*,Europe (Ireland)
1700,m6g.xlarge,$0.0758 per Hour,N/A*,Europe (Ireland)
1701,m6g.2xlarge,$0.1515 per Hour,N/A*,Europe (Ireland)
1702,m6g.4xlarge,$0.303 per Hour,N/A*,Europe (Ireland)
1703,m6g.8xlarge,$0.606 per Hour,N/A*,Europe (Ireland)
1704,m6g.12xlarge,$0.909 per Hour,N/A*,Europe (Ireland)
1705,m6g.16xlarge,$1.212 per Hour,N/A*,Europe (Ireland)
1706,m6g.metal,$1.818 per Hour,N/A*,Europe (Ireland)
1707,m1.small,$0.0047 per Hour,$0.0327 per Hour,Europe (Ireland)
1708,m1.medium,$0.0095 per Hour,$0.0635 per Hour,Europe (Ireland)
1709,m1.large,$0.019 per Hour,$0.128 per Hour,Europe (Ireland)
1710,m1.xlarge,$0.0379 per Hour,$0.2569 per Hour,Europe (Ireland)
1711,c5.large,$0.0344 per Hour,$0.1264 per Hour,Europe (Ireland)
1712,c5.xlarge,$0.0792 per Hour,$0.2527 per Hour,Europe (Ireland)
1713,c5.2xlarge,$0.152 per Hour,$0.5054 per Hour,Europe (Ireland)
1714,c5.4xlarge,$0.2834 per Hour,$1.0108 per Hour,Europe (Ireland)
1715,c5.9xlarge,$0.6184 per Hour,$2.2744 per Hour,Europe (Ireland)
1716,c5.12xlarge,$0.8245 per Hour,$3.0325 per Hour,Europe (Ireland)
1717,c5.18xlarge,$1.2367 per Hour,$4.5487 per Hour,Europe (Ireland)
1718,c5.24xlarge,$1.649 per Hour,$6.065 per Hour,Europe (Ireland)
1719,c5.metal,$1.649 per Hour,$6.065 per Hour,Europe (Ireland)
1720,c5d.large,$0.0344 per Hour,$0.1264 per Hour,Europe (Ireland)
1721,c5d.xlarge,$0.0774 per Hour,$0.2527 per Hour,Europe (Ireland)
1722,c5d.2xlarge,$0.1374 per Hour,$0.5054 per Hour,Europe (Ireland)
1723,c5d.4xlarge,$0.2917 per Hour,$1.0108 per Hour,Europe (Ireland)
1724,c5d.9xlarge,$0.6184 per Hour,$2.2744 per Hour,Europe (Ireland)
1725,c5d.12xlarge,$0.8245 per Hour,$3.0325 per Hour,Europe (Ireland)
1726,c5d.18xlarge,$1.2367 per Hour,$4.5487 per Hour,Europe (Ireland)
1727,c5d.24xlarge,$1.649 per Hour,$6.065 per Hour,Europe (Ireland)
1728,c5d.metal,$1.649 per Hour,$6.065 per Hour,Europe (Ireland)
1729,c5n.large,$0.0388 per Hour,$0.1308 per Hour,Europe (Ireland)
1730,c5n.xlarge,$0.0805 per Hour,$0.2616 per Hour,Europe (Ireland)
1731,c5n.2xlarge,$0.1562 per Hour,$0.5232 per Hour,Europe (Ireland)
1732,c5n.4xlarge,$0.3445 per Hour,$1.0108 per Hour,Europe (Ireland)
1733,c5n.9xlarge,$0.6985 per Hour,$2.3545 per Hour,Europe (Ireland)
1734,c5n.18xlarge,$1.3971 per Hour,$4.7091 per Hour,Europe (Ireland)
1735,c5n.metal,$1.649 per Hour,$4.961 per Hour,Europe (Ireland)
1736,c3.large,$0.0323 per Hour,$0.0992 per Hour,Europe (Ireland)
1737,c3.xlarge,$0.0623 per Hour,$0.1993 per Hour,Europe (Ireland)
1738,c3.2xlarge,$0.1246 per Hour,$0.3986 per Hour,Europe (Ireland)
1739,c3.4xlarge,$0.2493 per Hour,$0.7973 per Hour,Europe (Ireland)
1740,c3.8xlarge,$0.4986 per Hour,$1.5946 per Hour,Europe (Ireland)
1741,c4.large,$0.0327 per Hour,$0.1247 per Hour,Europe (Ireland)
1742,c4.xlarge,$0.0654 per Hour,$0.2494 per Hour,Europe (Ireland)
1743,c4.2xlarge,$0.1324 per Hour,$0.4989 per Hour,Europe (Ireland)
1744,c4.4xlarge,$0.2623 per Hour,$0.9977 per Hour,Europe (Ireland)
1745,c4.8xlarge,$0.5235 per Hour,$2.0465 per Hour,Europe (Ireland)
1746,d2.xlarge,$0.2205 per Hour,$0.3515 per Hour,Europe (Ireland)
1747,d2.2xlarge,$0.441 per Hour,$0.662 per Hour,Europe (Ireland)
1748,d2.4xlarge,$0.882 per Hour,$1.184 per Hour,Europe (Ireland)
1749,d2.8xlarge,$1.764 per Hour,$2.442 per Hour,Europe (Ireland)
1750,h1.2xlarge,$0.1557 per Hour,$0.5237 per Hour,Europe (Ireland)
1751,h1.4xlarge,$0.3114 per Hour,$1.0474 per Hour,Europe (Ireland)
1752,h1.8xlarge,$0.6228 per Hour,$2.0948 per Hour,Europe (Ireland)
1753,h1.16xlarge,$1.2456 per Hour,$4.1896 per Hour,Europe (Ireland)
1754,i2.xlarge,$0.2814 per Hour,$0.3164 per Hour,Europe (Ireland)
1755,i2.2xlarge,$0.5628 per Hour,$0.6328 per Hour,Europe (Ireland)
1756,i2.4xlarge,$1.1253 per Hour,$1.2653 per Hour,Europe (Ireland)
1757,i2.8xlarge,$2.2506 per Hour,$2.5306 per Hour,Europe (Ireland)
1758,i3.large,$0.0516 per Hour,$0.1436 per Hour,Europe (Ireland)
1759,i3.xlarge,$0.1032 per Hour,$0.2872 per Hour,Europe (Ireland)
1760,i3.2xlarge,$0.2326 per Hour,$0.5744 per Hour,Europe (Ireland)
1761,i3.4xlarge,$0.4581 per Hour,$1.1488 per Hour,Europe (Ireland)
1762,i3.8xlarge,$0.8256 per Hour,$2.2976 per Hour,Europe (Ireland)
1763,i3.16xlarge,$1.6512 per Hour,$4.5952 per Hour,Europe (Ireland)
1764,i3.metal,$1.6512 per Hour,$4.5952 per Hour,Europe (Ireland)
1765,i3en.large,$0.075 per Hour,$0.167 per Hour,Europe (Ireland)
1766,i3en.xlarge,$0.15 per Hour,$0.334 per Hour,Europe (Ireland)
1767,i3en.2xlarge,$0.3 per Hour,$0.668 per Hour,Europe (Ireland)
1768,i3en.3xlarge,$0.45 per Hour,$1.002 per Hour,Europe (Ireland)
1769,i3en.6xlarge,$0.9 per Hour,$2.004 per Hour,Europe (Ireland)
1770,i3en.12xlarge,$1.8 per Hour,$4.008 per Hour,Europe (Ireland)
1771,i3en.24xlarge,$3.6 per Hour,$8.016 per Hour,Europe (Ireland)
1772,i3en.metal,$3.6 per Hour,$8.016 per Hour,Europe (Ireland)
1773,c1.medium,$0.0148 per Hour,$0.0768 per Hour,Europe (Ireland)
1774,c1.xlarge,$0.1374 per Hour,$0.3072 per Hour,Europe (Ireland)
1775,g2.2xlarge,$0.2106 per Hour,$0.2756 per Hour,Europe (Ireland)
1776,g2.8xlarge,$0.8424 per Hour,$1.1204 per Hour,Europe (Ireland)
1777,g3s.xlarge,$0.2388 per Hour,$0.4228 per Hour,Europe (Ireland)
1778,g3.4xlarge,$0.363 per Hour,$1.099 per Hour,Europe (Ireland)
1779,g3.8xlarge,$0.726 per Hour,$2.198 per Hour,Europe (Ireland)
1780,g3.16xlarge,$1.452 per Hour,$4.396 per Hour,Europe (Ireland)
1781,g4dn.xlarge,$0.1761 per Hour,$0.3601 per Hour,Europe (Ireland)
1782,g4dn.2xlarge,$0.2514 per Hour,$0.6194 per Hour,Europe (Ireland)
1783,g4dn.4xlarge,$0.4026 per Hour,$1.1386 per Hour,Europe (Ireland)
1784,g4dn.8xlarge,$0.7278 per Hour,$2.1998 per Hour,Europe (Ireland)
1785,g4dn.12xlarge,$1.3086 per Hour,$3.5166 per Hour,Europe (Ireland)
1786,g4dn.16xlarge,$1.4559 per Hour,$4.3999 per Hour,Europe (Ireland)
1787,p2.xlarge,$0.2916 per Hour,$0.4756 per Hour,Europe (Ireland)
1788,p2.8xlarge,$2.3328 per Hour,$3.8048 per Hour,Europe (Ireland)
1789,p2.16xlarge,$4.6656 per Hour,$7.6096 per Hour,Europe (Ireland)
1790,p3.2xlarge,$0.9915 per Hour,$1.3595 per Hour,Europe (Ireland)
1791,p3.8xlarge,$3.966 per Hour,$5.438 per Hour,Europe (Ireland)
1792,p3.16xlarge,$7.932 per Hour,$10.876 per Hour,Europe (Ireland)
1793,p3dn.24xlarge,$33.711 per Hour,$38.127 per Hour,Europe (Ireland)
1794,inf1.xlarge,N/A*,N/A*,Europe (Ireland)
1795,inf1.2xlarge,N/A*,N/A*,Europe (Ireland)
1796,inf1.6xlarge,N/A*,N/A*,Europe (Ireland)
1797,inf1.24xlarge,N/A*,N/A*,Europe (Ireland)
1798,x1.16xlarge,$2.4009 per Hour,$5.3449 per Hour,Europe (Ireland)
1799,x1.32xlarge,$4.8018 per Hour,$10.6898 per Hour,Europe (Ireland)
1800,x1e.xlarge,$0.3 per Hour,$0.484 per Hour,Europe (Ireland)
1801,x1e.2xlarge,$0.6 per Hour,$0.968 per Hour,Europe (Ireland)
1802,x1e.4xlarge,$1.2 per Hour,$1.936 per Hour,Europe (Ireland)
1803,x1e.8xlarge,$2.4 per Hour,$3.872 per Hour,Europe (Ireland)
1804,x1e.16xlarge,$4.8 per Hour,$7.744 per Hour,Europe (Ireland)
1805,x1e.32xlarge,$9.6 per Hour,$15.488 per Hour,Europe (Ireland)
1806,r3.large,$0.0345 per Hour,$0.1393 per Hour,Europe (Ireland)
1807,r3.xlarge,$0.0698 per Hour,$0.2786 per Hour,Europe (Ireland)
1808,r3.2xlarge,$0.1378 per Hour,$0.4761 per Hour,Europe (Ireland)
1809,r3.4xlarge,$0.2742 per Hour,$0.7362 per Hour,Europe (Ireland)
1810,r3.8xlarge,$0.5495 per Hour,$1.0844 per Hour,Europe (Ireland)
1811,r4.large,$0.0363 per Hour,$0.128 per Hour,Europe (Ireland)
1812,r4.xlarge,$0.0785 per Hour,$0.2561 per Hour,Europe (Ireland)
1813,r4.2xlarge,$0.1663 per Hour,$0.5119 per Hour,Europe (Ireland)
1814,r4.4xlarge,$0.2878 per Hour,$1.0238 per Hour,Europe (Ireland)
1815,r4.8xlarge,$0.5761 per Hour,$2.0479 per Hour,Europe (Ireland)
1816,r4.16xlarge,$1.1518 per Hour,$4.0958 per Hour,Europe (Ireland)
1817,r5.large,$0.0389 per Hour,$0.1299 per Hour,Europe (Ireland)
1818,r5.xlarge,$0.0757 per Hour,$0.2597 per Hour,Europe (Ireland)
1819,r5.2xlarge,$0.1622 per Hour,$0.5194 per Hour,Europe (Ireland)
1820,r5.4xlarge,$0.3034 per Hour,$1.0394 per Hour,Europe (Ireland)
1821,r5.8xlarge,$0.6046 per Hour,$2.0766 per Hour,Europe (Ireland)
1822,r5.12xlarge,$0.9102 per Hour,$3.1182 per Hour,Europe (Ireland)
1823,r5.16xlarge,$1.2093 per Hour,$4.1533 per Hour,Europe (Ireland)
1824,r5.24xlarge,$1.8203 per Hour,$6.2363 per Hour,Europe (Ireland)
1825,r5a.large,$0.0378 per Hour,$0.1298 per Hour,Europe (Ireland)
1826,r5a.xlarge,$0.0766 per Hour,$0.2596 per Hour,Europe (Ireland)
1827,r5a.2xlarge,$0.1563 per Hour,$0.5192 per Hour,Europe (Ireland)
1828,r5a.4xlarge,$0.3058 per Hour,$1.0383 per Hour,Europe (Ireland)
1829,r5a.8xlarge,$0.6046 per Hour,$2.0766 per Hour,Europe (Ireland)
1830,r5a.12xlarge,$0.9069 per Hour,$3.1149 per Hour,Europe (Ireland)
1831,r5a.16xlarge,$1.2093 per Hour,$4.1533 per Hour,Europe (Ireland)
1832,r5a.24xlarge,$1.8139 per Hour,$6.2299 per Hour,Europe (Ireland)
1833,r5ad.large,$0.0378 per Hour,$0.1298 per Hour,Europe (Ireland)
1834,r5ad.xlarge,$0.0987 per Hour,$0.2596 per Hour,Europe (Ireland)
1835,r5ad.2xlarge,$0.1924 per Hour,$0.5192 per Hour,Europe (Ireland)
1836,r5ad.4xlarge,$0.3053 per Hour,$1.0383 per Hour,Europe (Ireland)
1837,r5ad.8xlarge,$0.6046 per Hour,$2.0766 per Hour,Europe (Ireland)
1838,r5ad.12xlarge,$0.9069 per Hour,$3.1149 per Hour,Europe (Ireland)
1839,r5ad.16xlarge,$1.4115 per Hour,$4.404 per Hour,Europe (Ireland)
1840,r5ad.24xlarge,$1.8139 per Hour,$6.2299 per Hour,Europe (Ireland)
1841,r5d.large,$0.0388 per Hour,$0.1298 per Hour,Europe (Ireland)
1842,r5d.xlarge,$0.0908 per Hour,$0.2596 per Hour,Europe (Ireland)
1843,r5d.2xlarge,$0.1868 per Hour,$0.5192 per Hour,Europe (Ireland)
1844,r5d.4xlarge,$0.3061 per Hour,$1.0383 per Hour,Europe (Ireland)
1845,r5d.8xlarge,$0.6046 per Hour,$2.0766 per Hour,Europe (Ireland)
1846,r5d.12xlarge,$0.9069 per Hour,$3.1149 per Hour,Europe (Ireland)
1847,r5d.16xlarge,$1.2093 per Hour,$4.1533 per Hour,Europe (Ireland)
1848,r5d.24xlarge,$1.8139 per Hour,$6.2299 per Hour,Europe (Ireland)
1849,r5n.large,$0.0378 per Hour,$0.1298 per Hour,Europe (Ireland)
1850,r5n.xlarge,$0.0758 per Hour,$0.2596 per Hour,Europe (Ireland)
1851,r5n.2xlarge,$0.1515 per Hour,$0.5192 per Hour,Europe (Ireland)
1852,r5n.4xlarge,$0.3023 per Hour,$1.0383 per Hour,Europe (Ireland)
1853,r5n.8xlarge,$0.6046 per Hour,$2.0766 per Hour,Europe (Ireland)
1854,r5n.12xlarge,$0.9069 per Hour,$3.1149 per Hour,Europe (Ireland)
1855,r5n.16xlarge,$1.2093 per Hour,$4.1533 per Hour,Europe (Ireland)
1856,r5n.24xlarge,$1.8139 per Hour,$6.2299 per Hour,Europe (Ireland)
1857,r5dn.large,$0.0378 per Hour,$0.1298 per Hour,Europe (Ireland)
1858,r5dn.xlarge,$0.0756 per Hour,$0.556 per Hour,Europe (Ireland)
1859,r5dn.2xlarge,$0.1512 per Hour,$0.5192 per Hour,Europe (Ireland)
1860,r5dn.4xlarge,$0.3023 per Hour,$1.0383 per Hour,Europe (Ireland)
1861,r5dn.8xlarge,$0.6046 per Hour,$2.0766 per Hour,Europe (Ireland)
1862,r5dn.12xlarge,$0.9069 per Hour,$3.1149 per Hour,Europe (Ireland)
1863,r5dn.16xlarge,$1.2093 per Hour,$4.1533 per Hour,Europe (Ireland)
1864,r5dn.24xlarge,$1.8139 per Hour,$6.2299 per Hour,Europe (Ireland)
1865,m5.metal,$1.1543 per Hour,$5.5703 per Hour,Europe (Ireland)
1866,m5d.metal,$1.1543 per Hour,$5.5703 per Hour,Europe (Ireland)
1867,r5.metal,$1.2093 per Hour,$5.6253 per Hour,Europe (Ireland)
1868,r5d.metal,$1.8139 per Hour,$6.2299 per Hour,Europe (Ireland)
1869,z1d.large,$0.0624 per Hour,$0.1544 per Hour,Europe (Ireland)
1870,z1d.xlarge,$0.1248 per Hour,$0.3088 per Hour,Europe (Ireland)
1871,z1d.2xlarge,$0.2496 per Hour,$0.6176 per Hour,Europe (Ireland)
1872,z1d.3xlarge,$0.3744 per Hour,$0.9264 per Hour,Europe (Ireland)
1873,z1d.6xlarge,$0.7488 per Hour,$1.8528 per Hour,Europe (Ireland)
1874,z1d.12xlarge,$1.4976 per Hour,$3.7056 per Hour,Europe (Ireland)
1875,z1d.metal,$1.4976 per Hour,$3.7056 per Hour,Europe (Ireland)
1876,m2.xlarge,$0.0275 per Hour,$0.0975 per Hour,Europe (Ireland)
