,image_name,image_id,region
660,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-0caae0b310f01ff33,Europe (Stockholm)eu-north-1
661,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-0b149b24810ebb323,Europe (Stockholm)eu-north-1
662,Microsoft Windows Server 2019 Base,ami-0bbfdde55cb1b4726,Europe (Stockholm)eu-north-1
663,Microsoft Windows Server 2019 Base with Containers,ami-0252ffcc76c114110,Europe (Stockholm)eu-north-1
664,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-02e42b236be215efc,Europe (Stockholm)eu-north-1
665,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-068d35e39abd3f9ce,Europe (Stockholm)eu-north-1
666,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-0d16d2e196e6faea7,Europe (Stockholm)eu-north-1
667,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-00a7529328fae5d5a,Europe (Stockholm)eu-north-1
668,Microsoft Windows Server 1909 Core Base,ami-081f8a54f20231e21,Europe (Stockholm)eu-north-1
669,Microsoft Windows Server 1903 Core Base,ami-03f387263cd26174a,Europe (Stockholm)eu-north-1
670,Microsoft Windows Server 2016 Base,ami-0b4717387ab9627fd,Europe (Stockholm)eu-north-1
671,Microsoft Windows Server 2016 Base with Containers,ami-02134d5886756159a,Europe (Stockholm)eu-north-1
672,Deep Learning AMI (Microsoft Windows Server 2016),ami-001d4620f42de3def,Europe (Stockholm)eu-north-1
673,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0fa7073f55c3b38f1,Europe (Stockholm)eu-north-1
674,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0ab55588dbf87e246,Europe (Stockholm)eu-north-1
675,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-064d27fe7837fa561,Europe (Stockholm)eu-north-1
676,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0dbc2d5b1f1959e86,Europe (Stockholm)eu-north-1
677,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-05763321e70a0cd24,Europe (Stockholm)eu-north-1
678,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-04df82e56bdb1476f,Europe (Stockholm)eu-north-1
679,Microsoft Windows Server 2012 R2 Base,ami-011845d4a0725abd7,Europe (Stockholm)eu-north-1
680,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-0a3b77eb468d798fb,Europe (Stockholm)eu-north-1
681,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0d46f0d4cc4ffe211,Europe (Stockholm)eu-north-1
682,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-0a0dc71b5791c159a,Europe (Stockholm)eu-north-1
683,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-03786d3a9314b7d19,Europe (Stockholm)eu-north-1
684,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-01f4f8e5ea2d723cd,Europe (Stockholm)eu-north-1
685,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-04c17040f5200eb86,Europe (Stockholm)eu-north-1
686,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-070bad0989b367ad9,Europe (Stockholm)eu-north-1
687,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-0d4e2b57f569e9daa,Europe (Stockholm)eu-north-1
688,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-003449ffb2605a74c,Middle East (Bahrain)me-south-1
689,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-03e1e4abf50e14ded,Middle East (Bahrain)me-south-1
690,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-00e63b4959e1a98b7,Middle East (Bahrain)me-south-1
691,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-02a8f447f39e5f0d3,Middle East (Bahrain)me-south-1
692,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-077d5d3682940b34a,Middle East (Bahrain)me-south-1
693,Microsoft Windows Server 2019 Base,ami-0b3d9fa7386b999a4,Middle East (Bahrain)me-south-1
694,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0eb206f610b80ed4b,Middle East (Bahrain)me-south-1
695,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-06d2949bae3658531,Middle East (Bahrain)me-south-1
696,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-0bb677666cd3fd188,Middle East (Bahrain)me-south-1
697,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-05fd37528a9c1bb92,Middle East (Bahrain)me-south-1
698,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-032b2c1db65dcdf5f,Middle East (Bahrain)me-south-1
699,Microsoft Windows Server 2019 Base with Containers,ami-0f48a395d6552bf3f,Middle East (Bahrain)me-south-1
700,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-097d07d98953037d9,Middle East (Bahrain)me-south-1
701,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-053e95633633dd61d,Middle East (Bahrain)me-south-1
702,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-0cbc1a4c21e0484b4,Middle East (Bahrain)me-south-1
703,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-0906390a8ea87973c,Middle East (Bahrain)me-south-1
704,Microsoft Windows Server 1909 Core Base,ami-0893b7751369b011d,Middle East (Bahrain)me-south-1
705,Microsoft Windows Server 2016 Base,ami-08393c14aa221a1a2,Middle East (Bahrain)me-south-1
706,Microsoft Windows Server 2016 Base with Containers,ami-0aa18b1861ccd5b4b,Middle East (Bahrain)me-south-1
707,Deep Learning AMI (Microsoft Windows Server 2016),ami-017150ad02eaade59,Middle East (Bahrain)me-south-1
708,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0df717095a18bdd76,Middle East (Bahrain)me-south-1
709,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0a1b28e25d7c64873,Middle East (Bahrain)me-south-1
710,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-0f44ec96808d34e67,Middle East (Bahrain)me-south-1
711,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0ba9cd1a1bd0ea0d0,Middle East (Bahrain)me-south-1
712,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-03dd10bcd3717aee0,Middle East (Bahrain)me-south-1
713,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-06705a093695ca68a,Middle East (Bahrain)me-south-1
714,Microsoft Windows Server 2012 R2 Base,ami-0ea5b29dbd7633af0,Middle East (Bahrain)me-south-1
715,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-0f1a474a6b3384417,Middle East (Bahrain)me-south-1
716,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0802f03d12bfb7d2e,Middle East (Bahrain)me-south-1
717,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-06cd4719ba7480253,Middle East (Bahrain)me-south-1
718,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-0301adbd73ade82ae,Middle East (Bahrain)me-south-1
719,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-0d3a4e4c4075d3831,Middle East (Bahrain)me-south-1
720,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-080c7fec2a13af32d,Middle East (Bahrain)me-south-1
721,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-06eafdd993fba48ff,Middle East (Bahrain)me-south-1
722,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-09a9c9fbb2e07c28a,Middle East (Bahrain)me-south-1
723,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0c71890d87e195bfc,Middle East (Bahrain)me-south-1
724,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-001c16a3a4f5d85f1,Middle East (Bahrain)me-south-1
725,Deep Learning AMI (Amazon Linux) Version 28.0,ami-09add213d71f24abb,Middle East (Bahrain)me-south-1
726,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0d899d9d435f7b628,Middle East (Bahrain)me-south-1
